"Прайс-лист: DEALER_PRICE от 10.04.2023","","","","","","","","",""
"","","","","","","","","",""
"ID товара","Артикул","Описание","Код производителя","Срок гарантии","Кол-во в коробке","D3","Спец.цена","Наличие","Спец.тенге"
"268925","P512 ROG STRIX IMPACT II EP Asus","Игровая мышь ASUS P512 ROG STRIX IMPACT II EP//MS 3327/ 6 BUTTONS/ 6200DPI","90MP01U0-BMUA00","24","","46","46","менее 50","20700"
"270626","OM MG-700 Gembird","Мышь игровая Gembird MG-700, USB, черный, 2500 DPI, 6 кнопок, подсветка 16млн. цветов, ПО, кабель тканевый 1.7м","MG-700 Black","12","","8","8","более 10","3600"
"258962","2VP02AA Mouse HP","Мышь HP OMEN Reactor Mouse 2VP02AA","2VP02AA","12","","38","38","более 30","17100"
"270393","OM 8BC52AA HP OMEN Vector Essential","Игровая мышь HP 8BC52AA OMEN Vector Essential/Radar1/USB/7200DPI/Black","8BC52AA","12","","17.9","17.9","более 100","8055"
"270396","OM 8BC53AA HP OMEN Vector Mouse","Игровая мышь HP 8BC53AA OMEN Vector/Radar3/USB/16000DPI/Black","8BC53AA","12","","30","30","более 30","13500"
"268926","P511 ROG CHAKRAM CORE Asus","Игровая мышь ASUS P511 ROG CHAKRAM CORE//MS 3335 6+JOYSTICK 16000DPI","90MP01T0-BMUA00","24","","80","80","более 30","36000"
"272560","OM 6CL96AA HP OMEN Photon Wrls","Беспроводная мышь HP 6CL96AA OMEN by HP Photon, USB/QI","6CL96AA","12","","82","82","более 30","36900"
"266104","OM 4PH30AA Gaming 300 HP","Мышь HP Europe Pavilion Gaming 300 4PH30AA","4PH30AA","12","","19","19","более 50","8550"
"272561","OM 2B349AA HP OMEN Vector Wrls","Беспроводная мышь HP 2B349AA OMEN Vector, 16 000dpi","2B349AA","12","","48","48","более 10","21600"
"275609","OM P514 ROG GLADIUS III ASUS","Проводная мышь P514 ROG GLADIUS III /MS,3370,6 BUTTONS,19000DPI","90MP0270-BMUA0","24","","72","72","более 10","32400"
"277179","OM 90MP0260-BMUA00 P515 ASUS","Мышь ASUS P515 ROG STRIX IMPACT II GD//MS 3327 6 BUTTONS 6200DPI, 90MP0260-BMUA00","90MP0260-BMUA00","24","","59.6","59.6","более 30","26820"
"284295","OM P307 TUF GAMING M4 AIR","Mышь проводная P307 TUF GAMING M4 AIR/MS,3335,16000DPI ASUS","","24","","43","43","более 50","19350"
"283792","OM NX-8000S Wrls Genius Black","Беспроводная мышь Genius NX-8000S, 2.4GHz Wireless Silent Mouse , AA x 1,31030025400, Black","31030025400","12","","6.66","6.66","более 10","2997"
"283794","OM NX-8000S Wrls Genius Red","Беспроводная оптическая мышь Genius NX-8000S, 2.4GHz Wireless Silent Mouse , AA x 1, 31030025401, Red","31030025401","12","","6.66","6.66","более 200","2997"
"269188","KM-160 USB Black Genius_KZ","KM-160 USB Black Genius (Артикул: KM-160 USB Black Genius_KZ)","KM-160 USB Black Genius_KZ","24","","8","8","более 200","3600"
"289705","3V0G9AA HP 240 BLK BT Mouse","Мышь Bluetooth 3V0G9AA HP 240","3V0G9AA","12","","11.3","11.3","более 50","5085"
"105291","EasyPen i405X 4x5.5 Genius","Планшет Genius EasyPen i405X, 4x5.5, 2560lpi, USB, 31100061104","31100061104","24","","12","12","более 100","5400"
"295575","3B4Q5AAHP 435 MltDvc WRLS Mouse","Мышь HP 3B4Q5AA 435 MltDvc WRLS Mouse","3B4Q5AA","0","","23","23","более 10","10350"
"295574","4E407AA HP 235 Slim Wireless Mouse","Мышь HP 4E407AA 235 Slim Wireless Mouse","4E407AA","0","","11.5","11.5","более 10","5175"
"Комплект Клавиатура+Мышь","","","","","","","","",""
"270280","2J875AA HP Bluetooth 500 наушники","Наушники 500 2J875AA HP Bluetooth® 5,USB Type-C","2J875AA","12","","38","38","более 30","17100"
"249988","3ML04AA Keyboard and Mouse 300 HP","Беспроводная клавиатура и мышь HP Wireless Keyboard and Mouse 300, 3ML04AA","3ML04AA","12","","27.84","27.21","более 50","12245"
"275057","9SR36AA HP Wired 320MK Combo","Клавиатура и мышь проводные HP 9SR36AA Wired 320MK","9SR36AA","12","","18.3","18.3","более 200","8235"
"279396","3M165AA HP WL 950MK Keyboard Mouse","Беспроводной комплект HP 3M165AA WLess 950MK Keyboard Mouse","3M165AA","24","","160","160","более 30","72000"
"279394","286J4AA HP 225 Wired Mouse and KB","Клавиатура и мышь HP 286J4AA 225 Wired Mouse and KB USB","286J4AA","24","","18.5","18.5","более 200","8325"
"286252","2V9E6AA HP 330 Wireless Mouse+KB","Клавиатура и мышь HP 2V9E6AA 330 Wireless Mouse & Keyboard Combination Russ","2V9E6AA#ACB","24","","20","20","более 50","9000"
"295667","1Y4D0AA HP 235 WL Mouse and KB Eng","Беспроводная клавиатура и мышь HP 235 1Y4D0AA English layout","1Y4D0AA","24","","12","12","более 50","5400"
"295666","9SR36AA HP Wired 320MK Combo Eng","Клавиатура и мышь проводные HP 9SR36AA Wired 320MK English layout","9SR36AA_1","12","","10","10","более 100","4500"
"Коврики","","","","","","","","",""
"222647","NC01-1A ROG SHEATH ASUS BOX","Игровой коврик для мыши ASUS NC01-1A ROG SHEATH, 900x440x3 mm","90MP00K1-B0UA00","24","","36","36","более 10","16200"
"243787","1MY15AA HP OMEN 300 Mouse Pad","Коврик для мыши  HP 1MY15AA OMEN by HP/900 x 400 x 4мм/","1MY15AA","12","","23.08","23.08","более 30","10386"
"245904","NC03 ROG STRIX EDGE ASUS","Коврик для мышки ASUS NC03 ROG STRIX EDGE 90MP00T0-B0UA00","90MP00T0-B0UA00","24","","38","38","более 50","17100"
"255806","90MP01M0-BPUA00 ASUS ROG GM50","Коврик NH03-ROG STRIX SLICE 90MP01M0-BPUA00","90MP01M0-BPUA00","24","","21.71","21.71","более 10","9770"
"263976","2VP01AA HP OMEN 200 Mouse Pad","Коврик для мыши HP OMEN 200 2VP01AA","2VP01AA","12","","14","14","более 50","6300"
"263184","TUF Gaming P3 Gaming Mouse pad","Игровой коврик для мыши Asus TUF GAMING P3, 90MP01C0-B0UA00","90MP01C0-B0UA00","12","","14.58","14.58","более 50","6561"
"270607","MP-GAME13 Gembird","Коврик для мыши Gembird MP-GAME13, рисунок- ""танк"", размеры 437*350*3мм, ткань+резина","MP-GAME13","12","","1.8","1.8","более 10","810"
"270399","6CM14AA HP OMEN Charging Mouse Pad","Коврик HP OMEN Outpost 6CM14AA/USB-A/зарядка Qi/черный","6CM14AA","12","","50","50","более 10","22500"
"271263","NC08-ROG SCABBARD II ASUS","Коврик для мышки ASUS ROG Scabbard II, нанопокрытие, резиновая подошва, 900х400х3 мм","90MP0210-BPUA00","24","","42.12","42.12","более 10","18954"
"275064","4PZ84AA HP 300 Pavilion MS Pad","Коврик для мыши HP Europe Pavilion Gaming 300, 4PZ84AA, прорезиненный","4PZ84AA","12","","7","7","более 200","3150"
"275065","5JH72AA HP Pavilion Gmig MS Pad 400","Коврик для мыши HP Pavilion 400 5JH72AA, USB, каучук, 350 x 280 мм","5JH72AA","12","","25.58","25.29","менее 10","11381"
"275196","MP-GAME2 Gembird","Коврик для мыши Gembird MP-GAME2, рисунок- ""БМП"", размеры 250*200*3мм, ткань+резина","MP-GAME2","1","","0.9","0.9","менее 10","405"
"283809","G-Pad 800S","Коврик для мыши Genius G-Pad 800S, 800 x 300 x 3mm, 31250007400","31250007400","12","","9.4","9.4","менее 10","4230"
"Камеры Интернет","","","","","","","","",""
"282789","53X27AA HP 325 FHD USB-A Webcam","Веб-камера HP 53X27AA 325 FHD\USB-A\Full HD 1080P\микрофон","53X27AA","12","","25","25","более 200","11250"
"283796","ECam 8000 Webcam Genius Black","Камера Genius ECam 8000 Genius, Full HD 1080p,  30 кадров, 360°, MIC, черный  32200001406","32200001406","12","40","26.2","26.2","более 30","11790"
"283797","ECam 8000 Webcam Genius Red","Камера Genius ECam 8000 Genius, Full HD 1080p,  30 кадров, 360°, MIC, красный 32200001407","32200001407","12","40","26.2","26.2","более 100","11790"
"283803","FaceCam 2000X Genius","Веб-камера Genius FaceCam 2000X HD1280*720, Full HD 1080p,MIC, 32200006400","32200006400","12","","20.24","20.24","более 10","9108"
"283801","FaceCam Quiet Genius Iron Grey","Веб-камера Genius FaceCam Quiet HD1280*720, Full HD 1080p, MIC, 32200005400","32200005400","12","","34.9","34.9","более 100","15705"
"283839","QCam 6000 Genius Blck","Вэбкамера Genius RS,QCam 6000, Full HD 1080p,  30 кадров, 360°, MIC, 32200002407","32200002407","12","","25.13","25.13","более 100","11309"
"283799","QCam 6000 Genius Red","Вэбкамера Genius RS,QCam 6000, Full HD 1080p,  30 кадров, 360°, MIC, 32200002408","32200002408","12","40","25.13","25.13","более 100","11309"
"283800","QCam 6000 Genius Yellow","Вэбкамера Genius RS,QCam 6000, Full HD 1080p,  30 кадров, 360°, MIC, 32200002409","32200002409","12","40","25.13","25.13","более 100","11309"
"270747","960-001076 C925e Logitech","Веб-камера Logitech C925e 960-001076","960-001076","12","","106","106","менее 10","47700"
"300661","53X27AA HP 325 FHD USB-A Webcam_Z","Веб-камера HP 53X27AA 325 FHD\USB-A\Full HD 1080P\микрофон","53X27AA_Z","12","","10","10","менее 10","4500"
"ЗИП к оргтехнике","","","","","","","","",""
"143582","CE487C HP","Ремонтный комплект роликов автоподатчика HP Color LaserJet CE487C","CE487C","0","","98.533","97.533","менее 10","43890"
"219799","C1P70A HP Комплект роликов для АПД","Комплект роликов для АПД цветного лазерного принтера HP LaserJet C1P70A, ADF Roller Replacement Kit HP","C1P70A","0","1","57","55","менее 10","24750"
"219800","CE515A HP Комплект для обслуживания","Комплект для обслуживания HP LaserJet CE515A, Fuser Kit HP CE515A, 220 В","CE515A","0","1","250","248","менее 10","111600"
"219794","L2718A HP Комплект для зам. роликов","Комплект для замены роликов для устройства АПД HP 100 L2718A 100 ADF Roller Replacement Kit","L2718A","0","1","57","55","более 10","24750"
"219385","X3D03A USB Proximity Reader HP","Картосчитыватель HP X3D03A Universal USB Proximity Card Reader","X3D03A","12","","178","174","более 10","78300"
"193890","CE980A Color LaserJet HP","Емкость для сбора тонера для цветного лазерного принтера HP LaserJet CE980A","CE980A","12","","36","34","менее 10","15300"
"269319","CE731A Ent M4555 MFP 110V PM Kit HP","Комплект для обслуживания HP LaserJet, 110 В, ","CE731A","0","","211.618","210.618","менее 10","94778"
"201219","C12C891131 Epson","Плата расширения Epson Adobe Postscript 3 Expansion Unit Tserie для плоттеров SC T3200/5200/7200, C12C891131","C12C891131","12","","1936.6","1936.6","менее 10","871470"
"269318","CE506A CP3525 MFP 220V Fuser Kit HP","Комплект термофиксатора HP CE506A LaserJet, 220 В","CE506A","0","","189","187.25","менее 10","84263"
"287372","3YM63AE HP Cart","Оригинальный струйный картридж увеличенной емкости HP 305XL, трехцветный (3YM63AE)","3YM63AE","0","","18","16.95","менее 30","7628"
"163207","D7H14A LaserJet HP","Комплект переноса и роликов HP LaserJet, D7H14A","D7H14A","0","","504","502","менее 10","225900"
"271912","C13S092001 Epson Head Cleaning Set","Набор для прочистки печатающей головки Epson C13S092001","C13S092001","0","","123.6","123.6","менее 10","55620"
"271558","Степлер/укладчик HP L0H20A LaserJet","Поддержка - Степлер/укладчик/сортировщик для HP LaserJet (L0H20A)","L0H20A","0","","780","755","менее 10","339750"
"300841","C13S210100 Wiper Unit Epson","Модуль очистки печатающей головки для принтеров Epson C13S210100 Wiper Unit SC-R50X0/50X0L","C13S210100","0","","178.5","178.5","менее 10","80325"
"Проекторы","","","","","","","","",""
"271950","EH-LS500B V11H956640 Epson","Проектор Epson EH-LS500B V11H956640,3LCD,0.62""LCD,FHD (1920x1200),4000lm,16:9,2.5M:1,VGA,RCA,3xHDMI,USB A-B,RS232","V11H956640","60","","3403.9","3403.9","менее 10","1531755"
"271951","EH-LS500W V11H956540 Epson","Проектор Epson EH-LS500W V11H956540,3LCD,0.62""LCD,FHD (1920x1200),4000lm,16:9,2.5M:1,VGA,RCA,3xHDMI,USB A-B,RS232","V11H956540","60","","3403.9","3403.9","менее 10","1531755"
"272994","EB-W51 V11H977040 Epson","Проектор универсальный Epson EB-W51, 3LCD, 0.59"" LCD, WXGA (1280?800), 4000lm, 16:10, 16000:1, VGA, RCA, HDMI, MHL, USB","V11H977040","12","","802.7","802.7","менее 10","361215"
"284969","EF-11 V11HA23040 Epson","Мобильный лазерный проектор Epson EF-11, LCD:3 х 0.62"", 2 500 000:1, 1000 лм, FullHD (1920x1080), USB, WIFI, V11HA27040","V11HA23040","60","","1099","1099","менее 10","494550"
"291070","CO-FH02 V11HA85040 Epson","Проектор Epson CO-FH02 V11HA85040, 3LCD, 1080p, 3000lm, HDMI, USB","V11HA85040","24","","839.6","839.6","более 50","377820"
"295701","CO-FH02 V11HA85040 Epson_Z","Проектор Epson CO-FH02 V11HA85040, 3LCD, 1080p, 3000lm, HDMI, USB","V11HA85040_Z","24","","839.6","839.6","менее 10","377820"
"291064","CO-W01 V11HA86040 Epson","Проектор Epson CO-W01 V11HA86040, 3LCD, WXGA (1280x800), 3000lm, HDMI, USB","V11HA86040","24","","515.3","515.3","более 10","231885"
"295567","EB-W51 V11H977040 Epson_Z","Проектор универсальный Epson EB-W51, 3LCD, 0.59"" LCD, WXGA (1280?800), 4000lm, 16:10, 16000:1, VGA, RCA, HDMI, MHL, USB","V11H977040_Z","12","","802.6","802.6","менее 10","361170"
"291063","EH-LS300B V11HA07140 Epson","Лазерный TV проектор Epson EH-LS300B V11HA07140, FullHD (1920x1080), 3600lm, 2500000:1, HDR,  динамик YAMAHA, Android TV","V11HA07140","60","","2749","2749","менее 10","1237050"
"300540","E2 ASUS","Проектор ASUS ZenBeam E2 mini LED,300 Lm,WVGA(854x480),wireless mirroring,4H battery,power bank,USB-A,HDMI,5W sp","90LJ00H3-B01170","36","","365","345","более 10","155250"
"300538","H1 ASUS","Проектор ASUS H1 3000 Lm,120Hz,125% Rec.709,125% sRGB,10W Sp,2xHDMI,VGA,USB-A,RS-232,RJ45,FullHD,800:1","90LJ00F0-B00270","36","","1468","1418","менее 10","638100"
"Игровые кресла","","","","","","","","",""
"284872","SL200 ROG CORE ASUS","Кресло ASUS SL200 ROG CORE GAMING CHAIR","90GC00I0-MSG010","12","","390","390","менее 10","175500"
"284870","SL300 ROG CHARIOT CORE ASUS","Кресло ASUS SL300 ROG CHARIOT CORE GAMING CHAIR","90GC00D0-MSG010","12","","465","465","более 10","209250"
"Расходные материалы","","","","","","","","",""
"Бумага,Плёнка Epson","","","","","","","","",""
"138157","C13S042013 Paper 17""x12.2м Epson","Бумага для струйной печати Epson C13S042013 Water Resistant Matte Canvas, 17""x12.2м","C13S042013","0","","101.4","101.4","менее 10","45630"
"138160","C13S045273 Paper 24"" Epson","Бумага для струйной печати Epson C13S045273, Bond Paper White (80) 24"" C13S045273","C13S045273","0","","22.23","22.23","более 30","10004"
"138161","C13S045275 Paper 36"" Epson","Бумага для струйной печати Epson C13S045275, Bond Paper White (80) 36"" C13S045275","C13S045275","0","","33.4","33.4","менее 10","15030"
"138162","C13S045278 Paper 24"" Epson","Бумага для струйной печати Epson C13S045278,Bond Paper Bright (90) 24""","C13S045278","0","4","23.9","23.9","более 10","10755"
"256965","C13T671600 Epson","Емкость для отработанных чернил C13T671600 WF-C5xxx/M52xx/M57xx","C13T671600","0","","32.8","32.8","менее 10","14760"
"Лазерные картриджи Samsung","","","","","","","","",""
"228905","MLT-D101S (SU698A) Samsung Cart","Картридж лазерный MLT-D101S (SU698A) для Samsung SCX-3401FH LMP(SV939A)/CX-3406(SV945A)/SCX-3406F(SV946A), черный","SU698A","0","","50","48.8","более 30","21960"
"228906","MLT-D111S (SU812A) Samsung Cart","Картридж лазерный MLT-D111S (SU812A) для Samsung Xpress SL-M2060FH(SW110A)/SL-M2070 (SS293B)/SL-M2070FW (SS296C), черный","SU812A","0","","42","40.9","более 10","18405"
"Струйные картриджи Epson","","","","","","","","",""
"104185","C13T636100 Photo Black Epson","Картридж струйный Epson C13T636100 Photo Black 700 ml для Epson Stylus Pro 7900/9900","C13T636100","0","12","373.3","373.3","менее 10","167985"
"111068","C13T66444A L100/L200 Yellow 70ml","Контейнер с чернилами Epson C13T66444A L100/L200 Yellow ink bottle 70ml","C13T66444A","0","","8.2","8.2","более 200","3690"
"111069","C13T66434A L100/L200 Magenta 70ml","Контейнер с чернилами Epson C13T66434A L100/L200 Magenta ink bottle 70ml","C13T66434A","0","","8.2","8.2","более 200","3690"
"111070","C13T66424A L100/L200 Cyan 70ml","Контейнер с чернилами Epson C13T66424A L100/L200 Cyan ink bottle 70ml","C13T66424A","0","","8.2","8.2","более 200","3690"
"111071","L800 Light Magenta ink bottle 70ml","Контейнер с чернилами Epson C13T67364A L800 Light Magenta ink bottle 70ml","C13T67364A","0","60","14.5","14.5","более 200","6525"
"111072","L800 Light Cyan ink bottle 70ml","Контейнер с чернилами Epson C13T67354A L800 Light Cyan ink bottle 70ml","C13T67354A","0","60","14.5","14.5","более 200","6525"
"111073","L800 Yellow ink bottle 70ml","Контейнер с чернилами Epson C13T67344A L800 Yellow ink bottle 70ml","C13T67344A","0","60","14.45","14.5","более 50","6525"
"111074","L800 Magenta ink bottle 70ml","Чернила для принтера Epson C13T67334A L800 Magenta ink bottle 70ml","C13T67334A","0","60","14.5","14.5","более 200","6525"
"111075","L800 Cyan ink bottle 70ml","Чернила для принтера Epson C13T67324A L800 Cyan ink bottle 70ml","C13T67324A","0","60","14.5","14.5","более 100","6525"
"111076","L800 Black ink bottle 70ml","Контейнер с чернилами Epson C13T67314A L800 Black ink bottle 70ml","C13T67314A","0","60","14.5","14.5","более 200","6525"
"113728","C13T66414A L100/L200 Black 70ml","Контейнер с чернилами Epson C13T66414A L100/L200 Black ink bottle 70ml","C13T66414A","0","","6.6","6.6","более 200","2970"
"135175","C13T77414A Black Epson","Контейнер с чернилами Epson C13T77414A, T7741 серии, для M100/M105/M200","C13T77414A","0","","19.2","19.2","более 200","8640"
"138171","C13T693200 Cyan Epson","Картридж струйный Epson C13T693200 350ml, SC-T3000/T5000/T7000, Cyan (350мл) ","C13T693200","0","","193.7","193.7","менее 10","87165"
"138172","C13T693300 Magenta Cart Epson","Картридж струйный Epson C13T693300 с пурпурными чернилами (350 мл), SureColor SC-T3000/T5000/T7000","C13T693300","0","","193.7","193.7","менее 10","87165"
"138173","C13T693400 Yellow Epson","Картридж струйный Epson C13T693400 Yellow 350ml, SC-T3000/T5000/T7000","C13T693400","0","","193.7","193.7","более 10","87165"
"138174","C13T693500 Matte Black Epson","Картридж струйный Epson C13T693500 Matte Black 350 ml для Epson SureColor SC-T3000/T5000/T7000","C13T693500","0","12","193.74","193.74","менее 10","87183"
"167757","C13T692100 T6921 Black Cart Epson","Картридж струйный Epson Singlepack UltraChrome XD Photo Black T692100 (110ml), C13T692100","C13T692100","0","","81.8","81.8","менее 10","36810"
"167758","C13T692200 T6922 Cyan Cart Epson","Картридж струйный Epson Singlepack UltraChrome XD Cyan T692200(110ml), C13T692200","C13T692200","0","","81.8","81.8","менее 10","36810"
"167759","C13T692400 T6924 Yellow Cart Epson","Картридж струйный Epson Singlepack UltraChrome XD YellowT692400(110ml), C13T692400","C13T692400","0","","81.8","81.8","менее 10","36810"
"159465","C13T694500 Matte Black Cart Epson","Картридж струйный Epson C13T694500 Matte Black, 700 ml","C13T694500","0","","331.4","331.4","более 10","149130"
"138170","C13T693100 Black Cart Epson","Картридж струйный Epson C13T693100 Black (Черный) SC-T3000/ 5000/ 7000, (350мл)","C13T693100","0","","193.7","193.7","более 10","87165"
"176721","C13T736000 Cart Epson","Картридж струйный Epson C13T736000, Singlepack Cleaning Cartridge F2000, чистящий","C13T736000","0","","25.9","25.9","менее 10","11655"
"104187","C13T636200 Cyan Epson","Картридж струйный Epson C13T636200 Cyan 700 ml для Epson Stylus Pro 7900/9900","C13T636200","0","12","373.3","373.3","менее 10","167985"
"104188","C13T636300 Vivid Magenta Epson","Картридж струйный Epson C13T636300 Vivid Magenta 700 ml для Epson Stylus Pro 7900/9900","C13T636300","0","12","373.3","373.3","менее 10","167985"
"104191","C13T636600 Vivid Lgt Magent Epson","Картридж струйный Epson C13T636600 Vivid Light Magenta 700 ml для Epson Stylus Pro 7900/9900","C13T636600","0","","373.3","373.3","менее 10","167985"
"104200","C13T636900 Light Black Epson","Картридж струйный Epson C13T636900 Light Black 700 ml для Epson Stylus Pro 7900/9900","C13T636900","0","","373.3","373.3","менее 10","167985"
"204460","C13T773240/1L Cyan Cart Epson","Картридж струйный Epson C13T773240/1L Cyan с голубыми чернилами 1л для Epson SureColor SC-B6000/B7000","C13T773240/1L","0","","66","66","менее 10","29700"
"228567","C13T03V14A Black Cart Epson","Контейнер с черными чернилами Epson C13T03V14A 127ml, черный","C13T03V14A","0","","9.6","9.6","более 10","4320"
"228564","C13T03V24A Cyan Cart Epson","Контейнер с голубыми чернилами Epson C13T03V24A 70ml, Голубой","C13T03V24A","0","","6.6","6.6","более 10","2970"
"228566","C13T03V34A Magenta Cart Epson","Контейнер с пурпурными чернилами Epson C13T03V34A 70ml, пурпурный","C13T03V34A","0","","6.6","6.6","более 10","2970"
"228565","C13T03V44A Yellow Cart Epson","Контейнер с желтыми чернилами Epson C13T03V44A 70ml, желтый","C13T03V44A","0","","6.6","6.6","более 50","2970"
"242377","C13T40D140 Black Cart Epson","Картридж струйный Epson C13T40D140, Черный, Singlepack UltraChrome XD2 Black T40D140, 80ml","C13T40D140","0","","109.5","109.5","менее 10","49275"
"242378","C13T40D240 Cyan Cart Epson","Картридж струйный Epson C13T40D240, голубой, Singlepack UltraChrome XD2 Cyan T40D240 , 50ml","C13T40D240","0","","77","77","менее 10","34650"
"242379","C13T40D340 Magenta Cart Epson","Картридж струйный Epson C13T40D340, пурпурный, Singlepack UltraChrome XD2 Magenta T40D340, 50ml","C13T40D340","0","","77","77","менее 10","34650"
"242380","C13T40D440 Yellow Cart Epson","Картридж струйный Epson C13T40D440, желтый, Singlepack UltraChrome XD2 Yellow T40D440, 50ml","C13T40D440","0","","77","77","менее 10","34650"
"242491","C13T00Q140 Black Cart Epson","Картридж Epson C13T00Q140 105 EcoTank BK Ink Bottle","C13T00Q140","0","","25.6","25.6","более 30","11520"
"242493","C13T00R140 Black Cart Epson","Картридж Epson C13T00R140 106 EcoTank Photo BK Ink Bottle","C13T00R140","0","","17","17","более 30","7650"
"242494","C13T00R240 Cyan Cart Epson","Картридж Epson C13T00R240 106 EcoTank CY Ink Bottle","C13T00R240","0","","17","17","менее 30","7650"
"242495","C13T00R340 Magenta Cart Epson","Картридж Epson C13T00R340 106 EcoTank MA Ink Bottle","C13T00R340","0","","17","17","более 30","7650"
"242496","C13T00R440 Yellow Cart Epson","Картридж Epson C13T00R440 106 EcoTank YE Ink Bottle","C13T00R440","0","","17","17","более 30","7650"
"206865","Риббон-картридж C13S015327BA","Риббон-картридж Epson C13S015327BA FX 2190 BA-VERSION","C13S015327BA","12","","13.6","13.6","более 10","6120"
"244889","C13T00S24A Cyan Epson","Контейнер с голубыми чернилами Epson C13T00S24A 103 EcoTank Cyan ink bottle","C13T00S24A","0","","8.2","8.2","более 200","3690"
"244890","C13T00S34A Magenta Epson","Контейнер с пурпурными чернилами Epson C13T00S34A 103 EcoTank Magenta ink bottle","C13T00S34A","0","","8.2","8.2","более 200","3690"
"244891","C13T00S44A Yellow Epson","Контейнер с желтыми чернилами Epson C13T00S44A 103 EcoTank Yellow ink bottle","C13T00S44A","0","","8.2","8.2","более 200","3690"
"245418","C13T03P14A Black Bottle XL Epson","Контейнер с чернилами Epson C13T03P14A EcoTank MX1XX Series Black Bottle XL","C13T03P14A","0","","19.2","19.2","более 100","8640"
"256966","C13T01D100 Black Epson","Контейнер с черными чернилами C13T01D100 ресурсом 50 000 стр. (XXL) WF-C5X9R","C13T01D100","0","","279","279","более 10","125550"
"258176","C13T49H100 Black Cart Epson","Картридж струйный Epson C13T49H100, SC-T3100x Black","C13T49H100","0","","34.7","34.7","более 10","15615"
"258177","C13T49H200 Cyan Cart Epson","Картридж струйный Epson C13T49H200, SC-T3100x Cyan","C13T49H200","0","","34.7","34.7","более 10","15615"
"258178","C13T49H300 Magenta Cart Epson","Картридж струйный Epson C13T49H300, SC-T3100x Magenta","C13T49H300","0","","34.7","34.7","более 10","15615"
"258179","C13T49H400 Yellow Cart Epson","Картридж струйный Epson C13T49H400, SC-T3100x Yellow","C13T49H400","0","","34.7","34.7","более 30","15615"
"258754","C13T945140 Black XL Epson","Контейнер с чернилами повышенной емкости Epson C13T945140 Black XL для WorkForce Pro WF-C5290DW/С5790DWF","C13T945140","0","","114.3","114.3","более 10","51435"
"258755","C13T945240 Cyan XL Epson","Контейнер с чернилами повышенной емкости Epson C13T945240 Cyan XL для WorkForce Pro WF-C5290DW/С5790DWF","C13T945240","0","","131.4","131.4","более 10","59130"
"258756","C13T945340 Magenta XL Epson","Контейнер с чернилами повышенной емкости Epson C13T945340 Magenta XL для WorkForce Pro WF-C5290DW/С5790DWF","C13T945340","0","","131.4","131.4","более 10","59130"
"258757","C13T945440 Yellow XL Epson","Контейнер с чернилами повышенной емкости Epson C13T945440 Yellow XL для WorkForce Pro WF-C5290DW/С5790DWF","C13T945440 ","0","","131.4","131.4","менее 10","59130"
"259488","C13T946140 Black Cart Epson","Картридж Epson WF-C5x90 Series Ink Cartridge XXL Black, C13T946140","C13T946140","0","","220.7","220.7","менее 10","99315"
"272210","C13T05A200 Cyan Cart Epson","Контейнер с голубыми чернилами Epson C13T05A200 WORKFORCE PRO WF-C87XR CYAN XL INK SUPPL, ресурсом 20 000 стр.","C13T05A200","0","","257.4","257.4","менее 10","115830"
"272209","C13T05A400 Yellow XL Cart Epson","Контейнер Epson C13T05A400, с желтыми чернилами, ресурсом 20 000 стр., WORKFORCE PRO WF-C87XR YELLOW XL INK SUP","C13T05A400","0","","257.4","257.4","менее 10","115830"
"275679","C13T06C14A Black Cart Epson","Контейнер с черными чернилами Epson C13T06C14A,  I/C (b) L65**/L15***","C13T06C14A","0","","24","24","более 10","10800"
"275680","C13T06C24A Cyan Cart Epson","Контейнер с голубыми чернилами Epson C13T06C24A,  I/C (c) L65**/L15***","C13T06C24A","0","","19.2","19.2","более 30","8640"
"275678","C13T06C34A Magenta Cart Epson","Контейнер с пурпурными чернилами Epson C13T06C34A, 112, совместимость L11160/L15150/L15160/L6550/L6570","C13T06C34A","0","","19.2","19.2","более 50","8640"
"275674","C13T06C44A Cart Epson","Контейнер с желтыми чернилами Epson C13T06C44A, 112, совместимость L11160/L15150/L15160/L6550/L6570","C13T06C44A","0","","19.2","19.2","менее 50","8640"
"278455","C13T07C14A Black Cart Epson","Контейнер с черными пигментными чернилами Epson C13T07C14A, I/C (b) L8160/L8180, черный","C13T07C14A","0","","20","20","более 10","9000"
"278456","C13T07D14A Cart Epson","Контейнер с водорастворимыми фото-чернилами Epson C13T07D14A I/C (pb) L8160/L8180","C13T07D14A","0","","20","20","более 10","9000"
"278457","C13T07D24A Blue Cart Epson","Контейнер с голубыми чернилами Epson C13T07D24A I/C (c) L8160/L8180","C13T07D24A","0","","20","20","более 10","9000"
"278458","C13T07D34A Purple Cart Epson","Контейнер с пурпурными чернилами Epson C13T07D34A I/C (m) L8160/L8180","C13T07D34A","0","","20","20","более 10","9000"
"278459","C13T07D44A Yellow Cart Epson","Контейнер с желтыми чернилами Epson C13T07D44A I/C (y) L8160/L8180","C13T07D44A","0","","20","20","более 10","9000"
"278460","C13T07D54A Gray Cart Epson","Контейнер с серыми чернилами Epson C13T07D54A I/C (gr) L8160/L8180","C13T07D54A","0","","20","20","более 10","9000"
